Student_ID,Age,Prior_Knowledge,Current_Mastery,Quiz_Score,Assignment_Score,Study_Time_Hours,Difficulty_Preference,Learning_Speed,Interest_Level,Concept_Completed,Concept_Current,Concept_Next,Mastery_Growth,Completion_Time,Learning_Objective
S01739,18,0.657,0.749,66.3,92.5,13.2,Easy,Average,2,NumPy,Pandas,Data Visualization,0.55,9.2,Deep Learning
S01740,25,0.366,0.777,85.5,83.9,28.2,Hard,Fast,4,Complexity Analysis,NumPy,Pandas,1.0,3.8,Deep Learning
S01741,17,0.608,0.553,52.5,57.7,10.6,Hard,Average,3,OOP,Data Structures,Recursion,0.568,11.2,Deep Learning
S01742,26,0.513,0.26,41.8,23.9,1.6,Medium,Slow,4,Loops,Functions,Strings,0.392,10.9,Deep Learning
S01743,34,0.316,0.515,52.6,56.1,6.2,Easy,Average,1,Operators,Conditionals,Loops,0.503,6.7,Deep Learning
S01744,16,0.295,0.524,63.5,60.0,7.3,Medium,Average,3,Loops,Functions,Strings,0.451,9.7,Deep Learning
S01745,25,0.65,0.566,64.2,63.8,6.8,Easy,Average,5,Lists & Collections,Dictionaries,File I/O,0.456,8.8,Deep Learning
S01746,22,0.091,0.45,53.5,62.5,7.2,Medium,Slow,2,Conditionals,Loops,Functions,0.417,15.5,Deep Learning
S01747,16,0.188,0.47,48.3,34.6,5.1,Easy,Average,1,Operators,Conditionals,Loops,0.378,6.2,Deep Learning
S01748,25,0.514,0.561,56.7,48.7,3.5,Medium,Slow,3,Operators,Conditionals,Loops,0.363,12.9,Deep Learning
S01749,19,0.137,0.489,54.7,27.5,11.7,Medium,Average,4,Functions,Strings,Lists & Collections,0.619,7.6,Deep Learning
S01750,16,0.652,0.55,55.8,57.4,3.7,Medium,Fast,5,Dictionaries,File I/O,Error Handling,0.42,8.3,Deep Learning
S01751,31,0.224,0.688,63.9,83.7,20.9,Hard,Average,5,Lists & Collections,Dictionaries,File I/O,0.983,5.6,Deep Learning
S01752,16,0.613,0.524,45.0,67.0,3.9,Easy,Slow,2,Conditionals,Loops,Functions,0.393,12.1,Deep Learning
S01753,27,0.229,0.528,43.5,63.5,9.4,Hard,Average,1,Loops,Functions,Strings,0.462,8.3,Deep Learning
S01754,16,0.456,0.656,71.9,64.9,6.9,Hard,Fast,5,Strings,Lists & Collections,Dictionaries,0.376,4.3,Deep Learning
S01755,16,0.469,0.571,53.0,47.6,6.9,Hard,Average,2,Lists & Collections,Dictionaries,File I/O,0.474,7.4,Deep Learning
S01756,30,0.176,0.543,42.4,38.9,6.0,Medium,Average,5,Data Types,Operators,Conditionals,0.461,5.5,Deep Learning
S01757,28,0.15,0.555,46.3,63.1,8.8,Easy,Average,1,Functions,Strings,Lists & Collections,0.488,6.8,Deep Learning
S01758,32,0.871,0.37,47.3,43.5,3.0,Easy,Slow,5,Recursion,Algorithms,Complexity Analysis,0.332,21.8,Deep Learning
S01759,34,0.15,0.293,37.8,31.6,6.6,Medium,Slow,1,Conditionals,Loops,Functions,0.451,7.7,Deep Learning
S01760,24,0.166,0.395,47.5,47.0,7.6,Medium,Average,3,Loops,Functions,Strings,0.519,7.7,Deep Learning
S01761,21,0.754,0.595,45.2,47.8,5.1,Easy,Average,1,File I/O,Error Handling,OOP,0.362,12.1,Deep Learning
S01762,25,0.449,0.373,44.9,28.7,2.4,Medium,Average,2,Conditionals,Loops,Functions,0.292,8.6,Deep Learning
S01763,28,0.335,0.45,43.2,37.3,5.4,Easy,Fast,3,Data Types,Operators,Conditionals,0.458,4.0,Deep Learning
S01764,17,0.221,0.617,58.3,76.5,6.8,Hard,Average,3,Data Types,Operators,Conditionals,0.389,6.5,Deep Learning
S01765,21,0.559,0.526,50.9,49.0,3.2,Easy,Average,4,Lists & Collections,Dictionaries,File I/O,0.29,12.2,Deep Learning
S01766,24,0.267,0.44,50.4,36.2,3.3,Easy,Average,3,Conditionals,Loops,Functions,0.416,8.6,Deep Learning
S01767,20,0.462,0.644,66.1,70.5,18.5,Medium,Fast,4,Pandas,Data Visualization,Statistics,0.856,3.4,Deep Learning
S01768,24,0.608,0.871,87.8,90.5,30.0,Medium,Slow,5,Data Visualization,Statistics,ML Basics,1.0,9.0,Deep Learning
S01769,16,0.529,0.411,41.5,49.3,0.6,Hard,Average,1,Functions,Strings,Lists & Collections,0.225,11.6,Deep Learning
S01770,22,0.911,0.586,69.5,57.3,12.8,Easy,Average,3,Statistics,ML Basics,Neural Networks,0.59,10.8,Deep Learning
S01771,26,0.389,0.682,64.9,65.1,10.9,Medium,Average,1,Strings,Lists & Collections,Dictionaries,0.456,5.0,Deep Learning
S01772,22,0.336,0.431,39.2,43.4,6.4,Hard,Fast,5,Strings,Lists & Collections,Dictionaries,0.39,7.4,Deep Learning
S01773,23,0.305,0.354,46.1,30.9,5.2,Medium,Average,4,Functions,Strings,Lists & Collections,0.496,8.4,Deep Learning
S01774,27,0.472,0.547,54.9,77.8,6.5,Easy,Average,1,Lists & Collections,Dictionaries,File I/O,0.332,11.3,Deep Learning
S01775,16,0.362,0.642,63.7,67.7,13.3,Medium,Slow,5,Error Handling,OOP,Data Structures,0.703,11.3,Deep Learning
S01776,23,0.304,0.511,47.3,59.4,13.3,Easy,Slow,5,File I/O,Error Handling,OOP,0.701,10.0,Deep Learning
S01777,27,0.298,0.469,45.0,44.2,7.8,Hard,Average,2,Conditionals,Loops,Functions,0.45,6.1,Deep Learning
S01778,16,0.181,0.545,57.5,71.4,13.9,Easy,Average,3,Lists & Collections,Dictionaries,File I/O,0.55,8.2,Deep Learning
S01779,16,0.057,0.472,38.7,53.1,4.9,Medium,Fast,1,Variables,Data Types,Operators,0.332,6.0,Deep Learning
S01780,16,0.29,0.738,97.3,83.1,18.3,Medium,Slow,1,Error Handling,OOP,Data Structures,0.796,10.2,Deep Learning
S01781,22,0.763,0.555,46.6,54.1,8.0,Hard,Fast,2,Recursion,Algorithms,Complexity Analysis,0.458,8.0,Deep Learning
S01782,28,0.204,0.636,67.3,53.6,30.0,Medium,Average,2,Lists & Collections,Dictionaries,File I/O,1.0,7.7,Deep Learning
S01783,20,0.561,0.54,54.4,70.7,9.2,Easy,Average,4,Data Structures,Recursion,Algorithms,0.578,10.1,Deep Learning
S01784,24,0.231,0.348,46.1,38.4,1.7,Easy,Slow,3,Functions,Strings,Lists & Collections,0.361,10.9,Deep Learning
S01785,21,0.461,0.59,66.2,55.9,7.3,Easy,Fast,5,Dictionaries,File I/O,Error Handling,0.465,6.1,Deep Learning
S01786,21,0.199,0.66,67.8,58.9,11.6,Medium,Slow,5,Lists & Collections,Dictionaries,File I/O,0.671,9.3,Deep Learning
S01787,24,0.585,0.413,42.2,40.0,4.0,Medium,Fast,1,Error Handling,OOP,Data Structures,0.264,11.7,Deep Learning
S01788,28,0.323,0.409,41.2,54.6,7.1,Medium,Slow,2,File I/O,Error Handling,OOP,0.443,12.6,Deep Learning
S01789,16,0.193,0.646,71.8,72.6,13.9,Hard,Slow,2,Loops,Functions,Strings,0.565,11.7,Deep Learning
S01790,23,0.341,0.372,34.8,9.8,1.5,Hard,Fast,4,File I/O,Error Handling,OOP,0.314,9.2,Deep Learning
S01791,27,0.534,0.41,33.9,42.7,4.3,Medium,Average,3,File I/O,Error Handling,OOP,0.343,13.1,Deep Learning
S01792,19,0.784,0.53,51.5,54.0,9.0,Easy,Fast,3,Algorithms,Complexity Analysis,NumPy,0.453,9.3,Deep Learning
S01793,24,0.477,0.387,36.5,37.9,4.6,Medium,Average,3,OOP,Data Structures,Recursion,0.443,12.9,Deep Learning
S01794,20,0.403,0.567,65.9,43.5,11.7,Medium,Average,2,OOP,Data Structures,Recursion,0.663,9.2,Deep Learning
S01795,29,0.458,0.88,87.9,81.7,10.7,Easy,Average,2,Functions,Strings,Lists & Collections,0.592,7.8,Deep Learning
S01796,25,0.253,0.606,71.0,50.9,4.5,Medium,Average,1,Conditionals,Loops,Functions,0.306,6.5,Deep Learning
S01797,16,0.223,0.397,42.7,35.1,6.1,Medium,Slow,3,Functions,Strings,Lists & Collections,0.453,13.8,Deep Learning
S01798,16,0.432,0.439,41.5,41.7,4.2,Easy,Fast,3,Functions,Strings,Lists & Collections,0.417,2.8,Deep Learning
S01799,25,0.48,0.539,39.4,45.9,9.1,Medium,Slow,1,File I/O,Error Handling,OOP,0.516,14.3,Deep Learning
S01800,20,0.314,0.251,14.1,20.7,3.5,Easy,Average,3,File I/O,Error Handling,OOP,0.464,11.0,Deep Learning
S01801,27,0.202,0.398,39.3,37.9,9.6,Medium,Average,5,Conditionals,Loops,Functions,0.509,6.5,Deep Learning
S01802,27,0.1,0.423,36.0,46.4,7.5,Easy,Average,2,Functions,Strings,Lists & Collections,0.498,4.9,Deep Learning
S01803,24,0.171,0.6,68.2,66.3,12.6,Easy,Fast,3,Loops,Functions,Strings,0.71,4.4,Deep Learning
S01804,34,0.275,0.521,52.9,52.7,2.7,Medium,Fast,3,Variables,Data Types,Operators,0.205,4.4,Deep Learning
S01805,16,0.122,0.5,41.2,43.4,9.5,Medium,Fast,4,Dictionaries,File I/O,Error Handling,0.609,4.4,Deep Learning
S01806,16,0.44,0.605,52.3,53.4,9.9,Medium,Average,5,Error Handling,OOP,Data Structures,0.687,5.9,Deep Learning
S01807,22,0.81,0.535,52.9,53.2,6.6,Hard,Average,5,Lists & Collections,Dictionaries,File I/O,0.395,11.1,Deep Learning
S01808,27,0.226,0.612,58.2,59.7,20.3,Medium,Slow,4,Data Structures,Recursion,Algorithms,0.857,13.0,Deep Learning
S01809,16,0.396,0.28,39.4,30.1,1.9,Medium,Average,5,Lists & Collections,Dictionaries,File I/O,0.409,8.7,Deep Learning
S01810,28,0.821,0.542,55.9,66.7,8.1,Medium,Average,3,Data Structures,Recursion,Algorithms,0.496,11.1,Deep Learning
S01811,17,0.613,0.648,59.8,77.2,6.8,Medium,Fast,3,Error Handling,OOP,Data Structures,0.564,5.3,Deep Learning
S01812,17,0.096,0.339,33.8,34.8,4.8,Medium,Slow,1,Data Types,Operators,Conditionals,0.222,12.5,Deep Learning
S01813,23,0.616,0.697,72.9,65.8,11.4,Easy,Average,1,Error Handling,OOP,Data Structures,0.486,8.6,Deep Learning
S01814,20,0.332,0.57,53.9,60.3,7.8,Easy,Fast,1,Strings,Lists & Collections,Dictionaries,0.39,6.9,Deep Learning
S01815,20,0.397,0.72,70.1,82.8,19.0,Easy,Average,2,Error Handling,OOP,Data Structures,0.792,5.2,Deep Learning
S01816,17,0.149,0.487,54.4,43.4,4.9,Medium,Fast,3,Python Basics,Variables,Data Types,0.258,3.3,Deep Learning
S01817,16,0.527,0.495,45.5,45.1,7.4,Medium,Average,2,Lists & Collections,Dictionaries,File I/O,0.382,10.7,Deep Learning
S01818,24,0.33,0.445,31.1,59.8,10.5,Medium,Average,4,Lists & Collections,Dictionaries,File I/O,0.695,6.3,Deep Learning
S01819,18,0.434,0.541,54.1,69.7,5.5,Easy,Average,2,Functions,Strings,Lists & Collections,0.345,10.1,Deep Learning
S01820,23,0.064,0.607,60.5,61.2,10.2,Hard,Slow,4,Conditionals,Loops,Functions,0.443,11.2,Deep Learning
S01821,16,0.137,0.329,35.0,29.0,2.7,Hard,Slow,5,Python Basics,Variables,Data Types,0.368,7.9,Deep Learning
S01822,26,0.503,0.595,48.3,55.7,9.1,Medium,Average,1,Lists & Collections,Dictionaries,File I/O,0.424,11.3,Deep Learning
S01823,23,0.434,0.472,38.2,60.7,14.9,Medium,Slow,3,Data Structures,Recursion,Algorithms,0.634,13.9,Deep Learning
S01824,23,0.261,0.496,44.8,44.0,4.5,Easy,Slow,3,Data Types,Operators,Conditionals,0.433,7.5,Deep Learning
S01825,21,0.507,0.656,68.9,90.1,15.8,Hard,Average,2,Lists & Collections,Dictionaries,File I/O,0.671,9.2,Deep Learning
S01826,33,0.585,0.52,44.7,66.0,7.6,Easy,Slow,2,Recursion,Algorithms,Complexity Analysis,0.301,20.8,Deep Learning
S01827,21,0.306,0.548,51.4,53.4,11.1,Medium,Average,2,Dictionaries,File I/O,Error Handling,0.669,5.9,Deep Learning
S01828,23,0.268,0.245,20.2,26.0,2.3,Easy,Average,2,Conditionals,Loops,Functions,0.228,8.0,Deep Learning
S01829,19,0.139,0.689,75.4,73.6,22.4,Medium,Average,4,Algorithms,Complexity Analysis,NumPy,1.0,7.3,Deep Learning
S01830,20,0.478,0.527,57.1,56.8,2.8,Medium,Slow,3,Lists & Collections,Dictionaries,File I/O,0.331,16.5,Deep Learning
S01831,23,0.298,0.289,34.5,47.6,2.3,Easy,Average,5,Data Types,Operators,Conditionals,0.442,7.4,Deep Learning
S01832,27,0.586,0.643,67.3,62.2,11.5,Easy,Average,3,Algorithms,Complexity Analysis,NumPy,0.48,11.9,Deep Learning
S01833,16,0.244,0.553,40.6,44.7,10.4,Medium,Average,4,Loops,Functions,Strings,0.583,6.0,Deep Learning
S01834,24,0.743,0.449,39.7,46.6,6.9,Medium,Fast,2,Data Structures,Recursion,Algorithms,0.458,8.4,Deep Learning
S01835,28,0.031,0.261,16.0,29.7,3.2,Medium,Average,3,Variables,Data Types,Operators,0.233,10.8,Deep Learning
S01836,26,0.336,0.393,42.7,40.7,2.6,Medium,Fast,4,Conditionals,Loops,Functions,0.349,3.4,Deep Learning
S01837,21,0.699,0.773,84.8,86.7,13.3,Medium,Average,4,NumPy,Pandas,Data Visualization,0.694,11.9,Deep Learning
S01838,33,0.63,0.99,92.1,100.0,20.9,Medium,Fast,5,Pandas,Data Visualization,Statistics,0.94,2.6,Deep Learning
S01839,22,0.515,0.441,43.3,47.5,11.7,Medium,Average,4,Error Handling,OOP,Data Structures,0.68,5.4,Deep Learning
S01840,21,0.253,0.71,65.6,80.0,8.0,Easy,Slow,5,Functions,Strings,Lists & Collections,0.515,11.3,Deep Learning
S01841,28,0.087,0.55,56.7,55.6,9.9,Medium,Slow,3,Functions,Strings,Lists & Collections,0.563,8.1,Deep Learning
S01842,33,0.186,0.309,32.7,38.1,6.2,Easy,Fast,4,Operators,Conditionals,Loops,0.515,1.7,Deep Learning
S01843,23,0.206,0.49,50.9,48.1,2.6,Easy,Slow,3,Operators,Conditionals,Loops,0.339,13.0,Deep Learning
S01844,16,0.408,0.434,49.6,45.0,6.7,Medium,Fast,5,File I/O,Error Handling,OOP,0.485,5.6,Deep Learning
S01845,22,0.312,0.614,64.7,65.4,13.9,Hard,Average,5,Error Handling,OOP,Data Structures,0.762,7.3,Deep Learning
S01846,16,0.085,0.367,30.4,21.5,10.2,Hard,Fast,2,Lists & Collections,Dictionaries,File I/O,0.485,8.5,Deep Learning
S01847,21,0.204,0.642,63.7,59.6,15.0,Hard,Slow,2,Dictionaries,File I/O,Error Handling,0.531,11.6,Deep Learning
S01848,27,0.203,0.209,30.0,20.9,5.5,Easy,Slow,1,Loops,Functions,Strings,0.441,11.9,Deep Learning
S01849,30,0.202,0.39,46.6,47.7,5.2,Easy,Fast,3,Loops,Functions,Strings,0.462,5.2,Deep Learning
S01850,28,0.541,0.409,43.0,30.8,4.9,Hard,Slow,2,Error Handling,OOP,Data Structures,0.447,11.9,Deep Learning
S01851,18,0.121,0.502,64.1,48.9,18.7,Easy,Fast,1,File I/O,Error Handling,OOP,0.648,4.6,Deep Learning
S01852,24,0.246,0.61,62.4,66.6,11.6,Medium,Fast,2,Functions,Strings,Lists & Collections,0.481,4.5,Deep Learning
S01853,34,0.394,0.377,30.3,32.8,6.2,Hard,Fast,1,File I/O,Error Handling,OOP,0.401,4.5,Deep Learning
S01854,31,0.549,0.687,73.6,54.8,18.3,Medium,Average,5,Recursion,Algorithms,Complexity Analysis,0.761,8.6,Deep Learning
S01855,32,0.362,0.588,53.8,57.5,11.3,Easy,Slow,3,Strings,Lists & Collections,Dictionaries,0.619,7.4,Deep Learning
S01856,26,0.391,0.832,76.6,75.4,20.3,Medium,Average,4,OOP,Data Structures,Recursion,0.92,5.8,Deep Learning
S01857,19,0.284,0.457,54.4,34.3,4.1,Medium,Average,1,Loops,Functions,Strings,0.309,13.0,Deep Learning
S01858,22,0.223,0.588,56.0,55.7,4.6,Easy,Average,4,Data Types,Operators,Conditionals,0.418,5.7,Deep Learning
S01859,26,0.232,0.512,33.6,47.9,4.4,Medium,Fast,1,Variables,Data Types,Operators,0.322,4.7,Deep Learning
S01860,27,0.22,0.61,50.3,49.6,25.1,Hard,Average,4,OOP,Data Structures,Recursion,1.0,7.2,Deep Learning
S01861,16,0.572,0.551,52.7,45.2,2.3,Medium,Fast,4,Error Handling,OOP,Data Structures,0.399,6.8,Deep Learning
S01862,24,0.32,0.367,36.2,40.5,6.3,Medium,Slow,5,Lists & Collections,Dictionaries,File I/O,0.468,14.9,Deep Learning
S01863,24,0.196,0.436,39.8,35.9,12.4,Easy,Average,2,OOP,Data Structures,Recursion,0.499,13.5,Deep Learning
S01864,16,0.439,0.321,34.1,26.7,1.7,Easy,Slow,5,Functions,Strings,Lists & Collections,0.409,8.0,Deep Learning
S01865,22,0.39,0.537,51.9,48.4,9.7,Easy,Fast,2,Error Handling,OOP,Data Structures,0.491,6.9,Deep Learning
S01866,26,0.297,0.491,51.0,61.0,2.1,Medium,Average,5,Variables,Data Types,Operators,0.385,5.7,Deep Learning
S01867,26,0.631,0.606,71.1,59.0,10.3,Medium,Slow,3,Functions,Strings,Lists & Collections,0.47,10.9,Deep Learning
S01868,28,0.33,0.525,50.5,59.1,10.8,Medium,Average,4,File I/O,Error Handling,OOP,0.603,10.7,Deep Learning
S01869,20,0.517,0.399,28.3,45.7,4.1,Medium,Fast,2,Lists & Collections,Dictionaries,File I/O,0.407,8.8,Deep Learning
S01870,30,0.434,0.335,33.5,22.3,1.2,Easy,Slow,2,Conditionals,Loops,Functions,0.303,10.0,Deep Learning
S01871,16,0.264,0.78,83.8,74.5,15.5,Easy,Average,2,Dictionaries,File I/O,Error Handling,0.671,8.5,Deep Learning
S01872,30,0.78,0.601,55.1,46.4,2.8,Hard,Average,5,File I/O,Error Handling,OOP,0.3,8.9,Deep Learning
S01873,17,0.275,0.56,47.5,57.6,11.0,Hard,Fast,5,Lists & Collections,Dictionaries,File I/O,0.625,2.7,Deep Learning
S01874,31,0.071,0.285,32.5,14.7,1.9,Medium,Average,2,Python Basics,Variables,Data Types,0.246,6.5,Deep Learning
S01875,23,0.346,0.472,37.6,47.4,14.3,Hard,Average,5,Data Structures,Recursion,Algorithms,0.72,12.2,Deep Learning
S01876,19,0.248,0.403,37.7,34.5,1.7,Medium,Average,1,Conditionals,Loops,Functions,0.148,10.5,Deep Learning
S01877,24,0.25,0.467,57.7,34.6,7.2,Medium,Average,3,Strings,Lists & Collections,Dictionaries,0.41,7.7,Deep Learning
S01878,23,0.883,0.636,65.9,80.6,8.8,Easy,Slow,1,Data Structures,Recursion,Algorithms,0.332,18.4,Deep Learning
S01879,21,0.27,0.323,42.5,21.2,6.5,Medium,Average,3,Conditionals,Loops,Functions,0.386,8.7,Deep Learning
S01880,27,0.602,0.359,41.8,38.6,5.9,Easy,Slow,3,File I/O,Error Handling,OOP,0.277,18.6,Deep Learning
S01881,23,0.3,0.267,25.5,26.0,3.9,Medium,Fast,4,Dictionaries,File I/O,Error Handling,0.453,6.8,Deep Learning
S01882,26,0.506,0.54,56.2,42.7,15.1,Medium,Average,4,Complexity Analysis,NumPy,Pandas,0.777,6.9,Deep Learning
S01883,16,0.481,0.699,68.2,63.9,11.3,Medium,Average,2,File I/O,Error Handling,OOP,0.539,8.9,Deep Learning
S01884,19,0.714,0.907,100.0,97.1,16.0,Medium,Slow,4,Data Visualization,Statistics,ML Basics,0.808,13.1,Deep Learning
S01885,16,0.287,0.757,85.7,71.6,19.1,Hard,Slow,2,OOP,Data Structures,Recursion,0.838,13.4,Deep Learning
S01886,23,0.242,0.351,35.8,42.4,4.1,Medium,Average,2,Operators,Conditionals,Loops,0.403,7.4,Deep Learning
S01887,29,0.228,0.621,46.7,72.8,15.5,Easy,Average,2,Dictionaries,File I/O,Error Handling,0.725,7.7,Deep Learning
S01888,25,0.437,0.572,64.4,65.8,9.8,Medium,Slow,4,OOP,Data Structures,Recursion,0.563,15.0,Deep Learning
S01889,31,0.641,0.549,44.7,50.6,5.8,Easy,Fast,5,Error Handling,OOP,Data Structures,0.425,7.2,Deep Learning
S01890,16,0.133,0.547,44.3,49.3,14.6,Easy,Slow,3,Strings,Lists & Collections,Dictionaries,0.75,9.9,Deep Learning
S01891,19,0.092,0.356,34.8,34.8,5.2,Medium,Slow,3,Strings,Lists & Collections,Dictionaries,0.438,11.8,Deep Learning
S01892,17,0.348,0.581,46.6,73.1,11.4,Easy,Slow,5,Lists & Collections,Dictionaries,File I/O,0.599,8.4,Deep Learning
S01893,16,0.393,0.468,49.3,30.4,11.0,Medium,Average,4,File I/O,Error Handling,OOP,0.683,8.1,Deep Learning
S01894,26,0.029,0.261,17.8,35.2,3.4,Easy,Average,4,Variables,Data Types,Operators,0.424,6.6,Deep Learning
S01895,31,0.373,0.469,54.8,58.6,5.1,Medium,Fast,3,Variables,Data Types,Operators,0.281,5.0,Deep Learning
S01896,33,0.381,0.432,44.0,26.0,6.1,Medium,Fast,3,Dictionaries,File I/O,Error Handling,0.444,8.3,Deep Learning
S01897,19,0.538,0.549,55.4,59.9,5.8,Hard,Slow,2,Lists & Collections,Dictionaries,File I/O,0.483,12.5,Deep Learning
S01898,16,0.307,0.364,35.6,55.0,3.8,Easy,Slow,1,Functions,Strings,Lists & Collections,0.25,14.7,Deep Learning
S01899,19,0.621,0.75,69.6,67.2,14.6,Easy,Fast,3,Algorithms,Complexity Analysis,NumPy,0.701,4.9,Deep Learning
S01900,21,0.141,0.543,63.1,39.5,9.2,Medium,Average,3,Lists & Collections,Dictionaries,File I/O,0.616,11.0,Deep Learning
S01901,16,0.617,0.789,79.6,93.1,10.2,Easy,Fast,1,Conditionals,Loops,Functions,0.39,4.9,Deep Learning
S01902,16,0.192,0.419,55.4,35.9,6.6,Medium,Fast,1,Functions,Strings,Lists & Collections,0.469,7.1,Deep Learning
S01903,23,0.507,0.654,79.7,71.0,10.4,Medium,Average,3,Strings,Lists & Collections,Dictionaries,0.54,7.0,Deep Learning
S01904,26,0.308,0.641,49.3,36.6,12.7,Medium,Slow,2,Loops,Functions,Strings,0.615,7.8,Deep Learning
S01905,16,0.198,0.518,46.6,61.6,10.2,Easy,Slow,3,Lists & Collections,Dictionaries,File I/O,0.551,12.4,Deep Learning
S01906,33,0.224,0.609,61.2,53.8,16.0,Medium,Average,1,Error Handling,OOP,Data Structures,0.763,5.9,Deep Learning
S01907,16,0.102,0.62,60.0,60.3,12.9,Easy,Slow,2,Conditionals,Loops,Functions,0.557,8.1,Deep Learning
S01908,29,0.292,0.484,63.7,66.4,12.1,Easy,Slow,1,Error Handling,OOP,Data Structures,0.552,14.1,Deep Learning
S01909,22,0.262,0.473,54.0,50.6,14.8,Medium,Average,1,File I/O,Error Handling,OOP,0.811,6.8,Deep Learning
S01910,25,0.264,0.554,63.5,53.4,7.1,Easy,Average,3,Data Types,Operators,Conditionals,0.41,5.5,Deep Learning
S01911,19,0.048,0.181,20.0,28.5,2.8,Easy,Slow,2,Variables,Data Types,Operators,0.313,11.5,Deep Learning
S01912,27,0.425,0.549,52.5,59.1,2.2,Hard,Average,3,Strings,Lists & Collections,Dictionaries,0.241,8.3,Deep Learning
S01913,23,0.647,0.475,50.4,33.0,3.4,Medium,Average,5,Dictionaries,File I/O,Error Handling,0.443,10.5,Deep Learning
S01914,30,0.154,0.277,30.5,18.0,4.7,Medium,Average,4,Operators,Conditionals,Loops,0.462,8.0,Deep Learning
S01915,30,0.812,0.605,60.2,67.8,8.9,Medium,Fast,4,Recursion,Algorithms,Complexity Analysis,0.567,6.0,Deep Learning
S01916,23,0.55,0.578,73.1,62.7,8.2,Medium,Fast,1,Lists & Collections,Dictionaries,File I/O,0.403,8.9,Deep Learning
S01917,34,0.058,0.229,25.2,23.4,0.5,Medium,Average,1,Python Basics,Variables,Data Types,0.108,9.8,Deep Learning
S01918,20,0.016,0.201,21.3,20.3,5.3,Medium,Average,3,Loops,Functions,Strings,0.457,6.3,Deep Learning
S01919,19,0.123,0.404,40.6,39.0,5.3,Medium,Slow,1,Data Types,Operators,Conditionals,0.299,9.2,Deep Learning
S01920,21,0.367,0.635,61.7,68.7,22.4,Easy,Slow,1,Algorithms,Complexity Analysis,NumPy,0.795,13.1,Deep Learning
S01921,31,0.418,0.526,46.2,56.7,5.4,Hard,Average,2,Loops,Functions,Strings,0.332,8.0,Deep Learning
S01922,26,0.478,0.783,82.4,76.1,23.2,Easy,Slow,2,NumPy,Pandas,Data Visualization,0.94,10.5,Deep Learning
S01923,23,0.623,0.428,45.6,41.2,7.9,Easy,Average,4,Data Structures,Recursion,Algorithms,0.459,10.4,Deep Learning
S01924,30,0.57,0.618,60.4,61.4,3.1,Medium,Average,5,Loops,Functions,Strings,0.453,10.8,Deep Learning
S01925,26,0.66,0.514,59.5,62.8,5.0,Medium,Average,4,Strings,Lists & Collections,Dictionaries,0.445,8.9,Deep Learning
S01926,27,0.21,0.438,42.2,38.8,9.1,Easy,Slow,4,Functions,Strings,Lists & Collections,0.523,8.6,Deep Learning
S01927,30,0.25,0.5,37.2,62.6,12.8,Medium,Slow,4,Data Structures,Recursion,Algorithms,0.625,13.2,Deep Learning
S01928,16,0.19,0.299,20.5,33.0,5.0,Medium,Slow,3,Operators,Conditionals,Loops,0.391,11.7,Deep Learning
S01929,18,0.426,0.412,56.2,28.2,5.6,Medium,Average,5,File I/O,Error Handling,OOP,0.465,9.9,Deep Learning
S01930,26,0.211,0.342,27.8,29.5,5.7,Easy,Slow,4,Operators,Conditionals,Loops,0.47,7.8,Deep Learning
S01931,29,0.212,0.171,19.4,24.7,2.3,Medium,Average,2,Operators,Conditionals,Loops,0.325,9.2,Deep Learning
S01932,29,0.27,0.341,35.3,24.3,4.7,Medium,Fast,4,Strings,Lists & Collections,Dictionaries,0.452,6.5,Deep Learning
S01933,23,0.396,0.327,23.6,24.6,6.7,Hard,Fast,2,OOP,Data Structures,Recursion,0.393,10.4,Deep Learning
S01934,23,0.436,0.718,72.5,78.6,20.0,Medium,Average,2,Recursion,Algorithms,Complexity Analysis,0.718,8.6,Deep Learning
S01935,28,0.845,0.557,58.9,45.7,6.5,Easy,Slow,4,OOP,Data Structures,Recursion,0.382,18.5,Deep Learning
S01936,29,0.291,0.271,23.1,26.1,3.8,Medium,Slow,2,Operators,Conditionals,Loops,0.343,9.0,Deep Learning
S01937,16,0.574,0.508,56.3,49.0,7.4,Medium,Average,4,Error Handling,OOP,Data Structures,0.513,8.2,Deep Learning
S01938,32,0.514,0.663,68.4,65.0,10.8,Easy,Average,1,File I/O,Error Handling,OOP,0.495,10.4,Deep Learning
S01939,37,0.463,0.4,45.2,43.9,2.0,Hard,Average,5,Strings,Lists & Collections,Dictionaries,0.172,9.9,Deep Learning
S01940,19,0.613,0.463,46.5,44.6,3.0,Hard,Slow,1,Data Structures,Recursion,Algorithms,0.377,18.4,Deep Learning
S01941,19,0.888,0.573,56.1,78.8,4.1,Hard,Fast,3,Data Structures,Recursion,Algorithms,0.391,9.6,Deep Learning
S01942,33,0.693,0.579,52.4,48.8,8.4,Medium,Slow,1,Data Structures,Recursion,Algorithms,0.449,14.8,Deep Learning
S01943,19,0.253,0.42,41.6,44.1,0.5,Medium,Average,2,Data Types,Operators,Conditionals,0.159,6.7,Deep Learning
S01944,30,0.498,0.378,33.5,29.5,5.8,Easy,Slow,5,OOP,Data Structures,Recursion,0.404,20.7,Deep Learning
S01945,33,0.689,0.8,67.0,83.1,14.9,Easy,Fast,2,Data Visualization,Statistics,ML Basics,0.665,7.5,Deep Learning
